Component, CC
org.jfree.chart.plot.PiePlotState,2
org.jfree.chart.renderer.xy.XYBarRenderer,18
org.jfree.chart.panel.ZoomHandler,1
org.jfree.chart.encoders.KeypointPNGEncoderAdapter,1
org.jfree.data.statistics.MultiValueCategoryDataset,2
org.jfree.chart.plot.dial.DialLayer,3
org.jfree.chart.needle.ShipNeedle,2
org.jfree.chart.axis.CategoryAnchor,2
org.jfree.chart.entity.PieSectionEntity,4
org.jfree.data.pie.PieDatasetSelectionState,1
org.jfree.chart.labels.StandardContourToolTipGenerator,1
org.jfree.chart.text.TextBlockAnchor,3
org.jfree.chart.text.TextLine,4
org.jfree.chart.entity.ContourEntity,1
org.jfree.chart.util.SerialUtilities,5
org.jfree.chart.Effect3D,2
org.jfree.chart.plot.SpiderWebPlot,10
org.jfree.data.DataUtilities,4
org.jfree.data.general.DefaultHeatMapDataset,3
org.jfree.data.xml.CategoryDatasetHandler,2
org.jfree.data.DefaultKeyedValue,5
org.jfree.data.xy.XYIntervalSeriesCollection,6
org.jfree.chart.RenderingSource,3
org.jfree.data.xy.YInterval,2
org.jfree.data.xy.XYDataset,2
org.jfree.chart.LegendItem,10
org.jfree.data.time.DateRange,4
org.jfree.data.KeyedObjects,5
org.jfree.data.general.KeyedValuesDataset,3
org.jfree.chart.renderer.xy.XYBlockRenderer,8
org.jfree.chart.plot.dial.StandardDialScale,6
org.jfree.chart.axis.CompassFormat,3
org.jfree.chart.axis.AxisSpace,4
org.jfree.chart.plot.CombinedRangeXYPlot,11
org.jfree.chart.plot.XYCrosshairState,3
org.jfree.chart.plot.PieLabelDistributor,3
org.jfree.chart.MouseWheelHandler,4
org.jfree.chart.plot.dial.StandardDialFrame,5
org.jfree.chart.axis.ValueAxis,12
org.jfree.data.xy.YIntervalSeriesCollection,6
org.jfree.data.time.Day,4
org.jfree.data.xy.YWithXInterval,2
org.jfree.chart.renderer.AreaRendererEndType,3
org.jfree.chart.axis.Tick,4
org.jfree.chart.labels.AbstractCategoryItemLabelGenerator,4
org.jfree.chart.axis.MarkerAxisBand,4
org.jfree.chart.DrawableLegendItem,1
org.jfree.chart.util.ObjectUtilities,4
org.jfree.chart.PolarChartPanel,2
org.jfree.chart.util.AttributedStringUtilities,3
org.jfree.chart.needle.MiddlePinNeedle,2
org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator,3
org.jfree.chart.title.LegendTitle,9
org.jfree.chart.block.LineBorder,3
org.jfree.data.general.DatasetChangeListener,3
org.jfree.data.xml.DatasetTags,2
org.jfree.chart.renderer.category.StandardBarPainter,4
org.jfree.chart.util.Rotation,3
org.jfree.chart.annotations.XYAnnotationBoundsInfo,1
org.jfree.chart.plot.JThermometer,5
org.jfree.chart.labels.XYItemLabelGenerator,2
org.jfree.chart.block.BlockBorder,3
org.jfree.data.xml.KeyHandler,2
org.jfree.chart.axis.PeriodAxis,8
org.jfree.data.KeyedValueComparator,3
org.jfree.chart.plot.RingPlot,7
org.jfree.chart.renderer.xy.XYStepAreaRenderer,7
org.jfree.chart.axis.AxisLocation,2
org.jfree.chart.event.ChartProgressListener,2
org.jfree.chart.plot.FastScatterPlot,8
org.jfree.data.xml.PieDatasetHandler,3
org.jfree.chart.axis.CategoryAxis,15
org.jfree.chart.plot.AbstractPieLabelDistributor,2
org.jfree.chart.block.BorderArrangement,4
org.jfree.data.statistics.BoxAndWhiskerXYDataset,2
org.jfree.chart.util.RectangleInsets,4
org.jfree.chart.renderer.xy.XYBoxAndWhiskerRenderer,9
org.jfree.chart.text.TextMeasurer,3
org.jfree.chart.event.AnnotationChangeEvent,1
org.jfree.chart.plot.CombinedDomainXYPlot,11
org.jfree.chart.entity.JFreeChartEntity,1
org.jfree.chart.annotations.CategoryAnnotation,4
org.jfree.chart.axis.ModuloAxis,4
org.jfree.chart.annotations.XYAnnotation,3
org.jfree.chart.demo.PieChartDemo1,7
org.jfree.chart.editor.PaletteSample,1
org.jfree.chart.labels.AbstractPieItemLabelGenerator,4
org.jfree.chart.title.LegendGraphic,8
org.jfree.chart.plot.dial.DialFrame,4
org.jfree.chart.renderer.PaintScale,2
org.jfree.chart.urls.StandardXYURLGenerator,3
org.jfree.chart.plot.DrawingSupplier,2
org.jfree.chart.plot.dial.DialBackground,5
org.jfree.chart.plot.DialShape,3
org.jfree.chart.renderer.RenderAttributes,2
org.jfree.chart.LegendRenderingOrder,2
org.jfree.data.time.RegularTimePeriod,5
org.jfree.chart.urls.CategoryURLGenerator,2
org.jfree.data.xy.IntervalXYDelegate,5
org.jfree.chart.panel.PanHandler,1
org.jfree.chart.renderer.AbstractRenderer,21
org.jfree.data.time.Minute,3
org.jfree.chart.util.SortOrder,3
org.jfree.chart.renderer.xy.XYLine3DRenderer,5
org.jfree.chart.ui.ProjectInfo,3
org.jfree.data.xy.XYDatasetTableModel,2
org.jfree.data.gantt.TaskSeries,4
org.jfree.chart.renderer.category.DefaultCategoryItemRenderer,3
org.jfree.data.general.CombinationDataset,3
org.jfree.chart.plot.PiePlot3D,10
org.jfree.chart.util.StringUtilities,3
org.jfree.data.xy.AbstractIntervalXYDataset,3
org.jfree.chart.renderer.xy.CandlestickRenderer,12
org.jfree.chart.util.StrokeList,3
org.jfree.data.RangeInfo,2
org.jfree.chart.entity.StandardEntityCollection,3
org.jfree.data.general.DefaultKeyedValuesDataset,3
org.jfree.chart.needle.WindNeedle,2
org.jfree.data.KeyedObjectComparator,1
org.jfree.chart.plot.PlotOrientation,3
org.jfree.chart.renderer.category.LayeredBarRenderer,8
org.jfree.chart.Drawable,3
org.jfree.chart.plot.WaferMapPlot,7
org.jfree.chart.axis.Timeline,2
org.jfree.data.xy.CategoryTableXYDataset,5
org.jfree.chart.editor.DefaultPlotEditor,8
org.jfree.chart.ChartRenderingInfo,4
org.jfree.chart.annotations.XYTextAnnotation,9
org.jfree.chart.HashUtilities,3
org.jfree.chart.axis.SymbolAxis,5
org.jfree.chart.annotations.XYTitleAnnotation,3
org.jfree.chart.plot.ValueMarker,2
org.jfree.chart.imagemap.StandardURLTagFragmentGenerator,3
org.jfree.chart.labels.StandardCategoryItemLabelGenerator,3
org.jfree.data.statistics.DefaultMultiValueCategoryDataset,5
org.jfree.chart.annotations.AbstractXYAnnotation,4
org.jfree.chart.entity.TickLabelEntity,2
org.jfree.chart.annotations.XYImageAnnotation,6
org.jfree.chart.annotations.XYPolygonAnnotation,6
org.jfree.data.xy.XYCoordinate,2
org.jfree.chart.entity.CategoryItemEntity,5
org.jfree.chart.util.NumberCellRenderer,3
org.jfree.data.general.DatasetChangeEvent,4
org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGenerator,3
org.jfree.chart.renderer.RendererState,2
org.jfree.chart.renderer.xy.DeviationRenderer,7
org.jfree.chart.block.FlowArrangement,4
org.jfree.data.time.Second,3
org.jfree.chart.labels.StandardCategoryToolTipGenerator,3
org.jfree.chart.editor.PaletteChooserPanel,1
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,4
org.jfree.chart.renderer.OutlierList,2
org.jfree.data.category.SelectableCategoryDataset,1
org.jfree.data.time.DynamicTimeSeriesCollection,3
org.jfree.data.pie.DefaultPieDataset,2
org.jfree.data.general.DefaultPieDataset,5
org.jfree.chart.editor.DefaultChartEditor,4
org.jfree.chart.event.ChartChangeEvent,2
org.jfree.data.xy.OHLCDataItem,2
org.jfree.chart.util.ApplicationFrame,3
org.jfree.chart.editor.DefaultTitleEditor,4
org.jfree.data.general.DefaultKeyedValues2DDataset,2
org.jfree.data.general.SeriesChangeListener,3
org.jfree.chart.axis.ValueTick,4
org.jfree.data.time.TimeSeriesCollection,11
org.jfree.chart.util.ObjectList,3
org.jfree.chart.axis.CategoryAxis3D,5
org.jfree.data.DefaultKeyedValues,9
org.jfree.data.time.SimpleTimePeriod,4
org.jfree.data.io.CSV,2
org.jfree.data.KeyedObjectComparatorType,1
org.jfree.data.statistics.Regression,3
org.jfree.chart.ui.LCBLayout,3
org.jfree.chart.labels.MultipleXYSeriesLabelGenerator,4
org.jfree.chart.labels.CrosshairLabelGenerator,1
org.jfree.chart.renderer.xy.XYItemRenderer,13
org.jfree.data.xy.XIntervalSeries,2
org.jfree.chart.ChartPanel,23
org.jfree.data.function.PowerFunction2D,3
org.jfree.chart.axis.DateTickUnitType,1
org.jfree.chart.plot.ContourPlot,1
org.jfree.chart.block.EmptyBlock,4
org.jfree.chart.renderer.xy.GradientXYBarPainter,4
org.jfree.chart.axis.AxisState,3
org.jfree.chart.block.LengthConstraintType,2
org.jfree.chart.labels.XYZToolTipGenerator,2
org.jfree.chart.title.TextTitle,8
org.jfree.chart.title.DateTitle,5
org.jfree.chart.util.Size2D,4
org.jfree.data.general.KeyedValueDataset,2
org.jfree.chart.ChartTheme,2
org.jfree.data.time.SerialDate,3
org.jfree.chart.plot.dial.ArcDialFrame,5
org.jfree.data.general.KeyedValues2DDataset,2
org.jfree.chart.resources.JFreeChartResources,2
org.jfree.chart.axis.CategoryLabelWidthType,2
org.jfree.data.pie.AbstractPieDataset,1
org.jfree.data.category.CategoryDataset,3
org.jfree.data.general.SeriesChangeEvent,4
org.jfree.data.xy.YIntervalSeries,2
org.jfree.data.ComparableObjectItem,4
org.jfree.chart.entity.EntityCollection,2
org.jfree.chart.annotations.XYPointerAnnotation,8
org.jfree.chart.imagemap.ImageMapUtilities,5
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,7
org.jfree.data.xy.DefaultXYZDataset,5
org.jfree.chart.text.G2TextMeasurer,3
org.jfree.chart.event.MarkerChangeListener,2
org.jfree.data.time.TimeSeriesTableModel,3
org.jfree.chart.labels.XYSeriesLabelGenerator,2
org.jfree.chart.axis.ColorBar,1
org.jfree.chart.axis.SubCategoryAxis,7
org.jfree.chart.plot.PlotRenderingInfo,3
org.jfree.chart.util.UnitType,3
org.jfree.chart.block.BlockContainer,4
org.jfree.chart.needle.PointerNeedle,2
org.jfree.chart.urls.CustomCategoryURLGenerator,1
org.jfree.chart.needle.LineNeedle,2
org.jfree.chart.plot.PlotState,2
org.jfree.chart.util.ShapeUtilities,6
org.jfree.data.time.FixedMillisecond,3
org.jfree.chart.urls.PieURLGenerator,3
org.jfree.chart.axis.TickType,3
org.jfree.data.Range,3
org.jfree.data.jdbc.JDBCPieDataset,3
org.jfree.chart.util.LengthAdjustmentType,3
org.jfree.chart.plot.dial.SimpleDialFrame,2
org.jfree.data.time.TimePeriodValuesCollection,5
org.jfree.chart.encoders.EncoderUtil,2
org.jfree.data.xy.MatrixSeriesCollection,5
org.jfree.chart.editor.DefaultChartEditorFactory,2
org.jfree.data.xy.XYRangeInfo,1
org.jfree.chart.annotations.XYDataImageAnnotation,2
org.jfree.chart.util.StandardGradientPaintTransformer,4
org.jfree.data.category.CategoryDatasetSelectionState,1
org.jfree.data.pie.PieDatasetChangeType,1
org.jfree.chart.event.RendererChangeListener,2
org.jfree.chart.event.RendererChangeEvent,3
org.jfree.chart.renderer.xy.XYSplineRenderer,4
org.jfree.data.time.TimeSeriesDataItem,4
org.jfree.chart.entity.TitleEntity,1
org.jfree.chart.plot.dial.DialLayerChangeEvent,3
org.jfree.chart.plot.CategoryPlot,32
org.jfree.chart.editor.ChartEditorManager,2
org.jfree.data.general.PieDataset,3
org.jfree.data.xy.VectorSeriesCollection,6
org.jfree.chart.urls.URLUtilities,1
org.jfree.data.xy.IntervalXYZDataset,3
org.jfree.chart.PaintMap,5
org.jfree.chart.imagemap.ToolTipTagFragmentGenerator,2
org.jfree.chart.urls.XYURLGenerator,2
org.jfree.chart.needle.MeterNeedle,3
org.jfree.chart.event.OverlayChangeListener,1
org.jfree.data.general.HeatMapUtilities,1
org.jfree.data.xy.Vector,2
org.jfree.chart.plot.Crosshair,1
org.jfree.chart.labels.ContourToolTipGenerator,1
org.jfree.chart.editor.DefaultAxisEditor,5
org.jfree.chart.axis.LogAxis,11
org.jfree.chart.needle.LongNeedle,2
org.jfree.chart.urls.CustomPieURLGenerator,4
org.jfree.data.general.DefaultValueDataset,4
org.jfree.data.general.DatasetSelectionState,1
org.jfree.data.xy.OHLCDataset,2
org.jfree.chart.renderer.xy.AbstractXYItemRenderer,23
org.jfree.chart.annotations.CategoryPointerAnnotation,7
org.jfree.chart.plot.PiePlot,23
org.jfree.chart.plot.dial.StandardDialRange,5
org.jfree.chart.renderer.category.WaterfallBarRenderer,12
org.jfree.chart.labels.CustomXYToolTipGenerator,3
org.jfree.chart.ui.PaintSample,3
org.jfree.data.pie.PieDataset,1
org.jfree.chart.plot.Marker,6
org.jfree.chart.annotations.Annotation,1
org.jfree.chart.axis.NumberTickUnit,3
org.jfree.chart.renderer.category.MultiShapeRenderer,2
org.jfree.data.general.WaferMapDataset,2
org.jfree.data.function.NormalDistributionFunction2D,4
org.jfree.chart.event.TitleChangeEvent,2
org.jfree.chart.ChartTransferable,1
org.jfree.data.xy.DefaultTableXYDataset,7
org.jfree.chart.renderer.DefaultPolarItemRenderer,3
org.jfree.data.time.Week,5
org.jfree.chart.plot.IntervalMarker,5
org.jfree.chart.axis.TickUnits,3
org.jfree.chart.renderer.OutlierListCollection,2
org.jfree.data.function.PolynomialFunction2D,1
org.jfree.chart.renderer.LookupPaintScale,6
org.jfree.chart.annotations.XYShapeAnnotation,6
org.jfree.data.KeyedObject,4
org.jfree.data.xy.XisSymbolic,3
org.jfree.chart.plot.CategoryMarker,3
org.jfree.data.time.ohlc.OHLCSeriesCollection,9
org.jfree.chart.renderer.xy.XYAreaRenderer,10
org.jfree.chart.renderer.xy.XYSplineAndShapeRenderer,5
org.jfree.data.resources.DataPackageResources,2
org.jfree.chart.renderer.GrayPaintScale,5
org.jfree.chart.panel.AbstractOverlay,1
org.jfree.data.xy.XYInterval,2
org.jfree.chart.plot.Pannable,1
org.jfree.chart.util.Align,3
org.jfree.data.pie.PieDatasetChangeInfo,1
org.jfree.data.Values,2
org.jfree.chart.LegendItemCollection,3
org.jfree.chart.axis.CategoryLabelPositions,3
org.jfree.data.xy.XYDatasetSelectionState,3
org.jfree.data.gantt.Task,3
org.jfree.chart.plot.RainbowPalette,1
org.jfree.data.time.SpreadsheetDate,3
org.jfree.data.general.AbstractSeriesDataset,4
org.jfree.chart.axis.ExtendedCategoryAxis,6
org.jfree.chart.block.GridArrangement,4
org.jfree.chart.plot.PieLabelLinkStyle,2
org.jfree.chart.urls.StandardCategoryURLGenerator,4
org.jfree.chart.util.RectangleAnchor,3
org.jfree.data.resources.DataPackageResources_pl,2
org.jfree.chart.event.PlotChangeEvent,2
org.jfree.chart.axis.CategoryTick,4
org.jfree.data.DomainInfo,2
org.jfree.chart.renderer.Outlier,3
org.jfree.data.DomainOrder,2
org.jfree.chart.entity.AxisLabelEntity,4
org.jfree.data.time.ohlc.OHLCItem,2
org.jfree.chart.util.ArrayUtilities,4
org.jfree.chart.axis.NumberAxis3D,6
org.jfree.chart.ChartFactory,16
org.jfree.chart.plot.MeterPlot,10
org.jfree.data.xy.XIntervalDataItem,2
org.jfree.chart.renderer.category.AreaRenderer,10
org.jfree.chart.renderer.category.CategoryItemRenderer,16
org.jfree.data.KeyedObjects2D,5
org.jfree.chart.ui.StrokeSample,3
org.jfree.chart.renderer.xy.XYStepRenderer,11
org.jfree.data.statistics.SimpleHistogramDataset,9
org.jfree.chart.ui.FontChooserPanel,5
org.jfree.chart.plot.dial.AbstractDialLayer,5
org.jfree.data.gantt.GanttCategoryDataset,3
org.jfree.chart.labels.IntervalXYItemLabelGenerator,2
org.jfree.chart.event.ChartProgressEvent,3
org.jfree.data.xy.YisSymbolic,2
org.jfree.chart.text.TextFragment,5
org.jfree.chart.labels.StandardXYItemLabelGenerator,4
org.jfree.chart.renderer.category.StatisticalBarRenderer,14
org.jfree.data.event.SeriesChangeEvent,1
org.jfree.data.jdbc.JDBCCategoryDataset,2
org.jfree.data.xy.XYZDataset,2
org.jfree.chart.axis.AxisCollection,3
org.jfree.chart.renderer.category.StackedAreaRenderer,7
org.jfree.chart.renderer.category.AbstractCategoryItemRenderer,25
org.jfree.chart.ui.StrokeChooserPanel,3
org.jfree.chart.block.LabelBlock,6
org.jfree.data.ComparableObjectSeries,6
org.jfree.chart.util.TableOrder,3
org.jfree.chart.labels.StandardXYToolTipGenerator,3
org.jfree.chart.plot.ContourPlotUtilities,1
org.jfree.data.DefaultKeyedValues2D,5
org.jfree.data.time.ohlc.OHLC,3
org.jfree.chart.encoders.SunJPEGEncoderAdapter,2
org.jfree.data.event.DatasetChangeEvent,1
org.jfree.data.statistics.BoxAndWhiskerItem,3
org.jfree.data.category.AbstractCategoryDataset,1
org.jfree.chart.axis.SegmentedTimeline,4
org.jfree.chart.annotations.TextAnnotation,8
org.jfree.data.resources.DataPackageResources_ru,2
org.jfree.chart.util.VerticalAlignment,3
org.jfree.chart.ui.Contributor,3
org.jfree.data.general.AbstractDataset,5
org.jfree.data.xy.AbstractXYDataset,5
org.jfree.data.RangeType,2
org.jfree.chart.axis.NumberTick,4
org.jfree.data.general.SeriesDataset,2
org.jfree.data.general.DatasetUtilities,17
org.jfree.chart.ChartFrame,2
org.jfree.chart.util.RectangleEdge,3
org.jfree.chart.util.StrokeMap,1
org.jfree.chart.annotations.CategoryTextAnnotation,6
org.jfree.data.time.TimePeriod,2
org.jfree.chart.labels.StandardPieToolTipGenerator,5
org.jfree.chart.urls.CustomXYURLGenerator,5
org.jfree.chart.panel.CrosshairOverlay,1
org.jfree.chart.text.TextAnchor,3
org.jfree.chart.ChartColor,2
org.jfree.chart.plot.MeterInterval,3
org.jfree.data.xy.DefaultHighLowDataset,4
org.jfree.chart.servlet.DisplayChart,2
org.jfree.data.general.Series,5
org.jfree.chart.labels.PieToolTipGenerator,3
org.jfree.chart.axis.CategoryLabelPosition,3
org.jfree.chart.encoders.SunPNGEncoderAdapter,2
org.jfree.chart.encoders.ImageFormat,2
org.jfree.chart.editor.DefaultColorBarEditor,1
org.jfree.chart.renderer.xy.StandardXYBarPainter,3
org.jfree.data.xy.WindDataset,2
org.jfree.data.xml.RootHandler,2
org.jfree.chart.renderer.xy.ClusteredXYBarRenderer,8
org.jfree.chart.renderer.NotOutlierException,2
org.jfree.chart.title.CompositeTitle,7
org.jfree.chart.renderer.category.BarPainter,3
org.jfree.chart.plot.PieLabelRecord,5
org.jfree.chart.axis.StandardTickUnitSource,3
org.jfree.chart.plot.dial.DialLayerChangeListener,3
org.jfree.chart.axis.DateTickMarkPosition,2
org.jfree.chart.labels.CategorySeriesLabelGenerator,2
org.jfree.chart.renderer.category.ScatterRenderer,8
org.jfree.data.xy.DefaultIntervalXYDataset,6
org.jfree.chart.axis.LogarithmicAxis,3
org.jfree.data.xy.AbstractXYZDataset,3
org.jfree.chart.panel.Overlay,1
org.jfree.chart.renderer.xy.VectorRenderer,7
org.jfree.data.xy.XIntervalSeriesCollection,7
org.jfree.chart.event.AxisChangeListener,2
org.jfree.chart.plot.SeriesRenderingOrder,2
org.jfree.data.xy.DefaultOHLCDataset,3
org.jfree.data.general.DatasetGroup,2
org.jfree.chart.plot.dial.DialTextAnnotation,6
org.jfree.chart.util.GradientPaintTransformer,3
org.jfree.data.time.TimeSeries,11
org.jfree.chart.plot.XYPlot,37
org.jfree.chart.ui.Library,3
org.jfree.chart.labels.IntervalCategoryToolTipGenerator,4
org.jfree.data.xml.ValueHandler,2
org.jfree.chart.block.Block,4
org.jfree.chart.plot.ThermometerPlot,13
org.jfree.data.xy.XYDataItem,6
org.jfree.chart.annotations.XYBoxAnnotation,5
org.jfree.chart.entity.AxisEntity,1
org.jfree.data.gantt.TaskSeriesCollection,7
org.jfree.data.statistics.HistogramDataset,5
org.jfree.chart.axis.NumberAxis,11
org.jfree.data.xy.XYSeriesCollection,11
org.jfree.chart.block.BlockFrame,3
org.jfree.chart.needle.ArrowNeedle,2
org.jfree.data.statistics.HistogramBin,2
org.jfree.chart.block.Arrangement,4
org.jfree.data.statistics.DefaultStatisticalCategoryDataset,5
org.jfree.chart.block.EntityBlockResult,2
org.jfree.chart.renderer.category.BoxAndWhiskerRenderer,14
org.jfree.chart.plot.dial.DialPlot,9
org.jfree.chart.renderer.xy.YIntervalRenderer,12
org.jfree.data.xy.SelectableXYDataset,1
org.jfree.data.resources.DataPackageResources_es,2
org.jfree.chart.labels.HighLowItemLabelGenerator,3
org.jfree.chart.labels.SymbolicXYItemLabelGenerator,4
org.jfree.chart.renderer.category.LineAndShapeRenderer,12
org.jfree.data.xy.XYBarDataset,7
org.jfree.data.general.DefaultKeyedValueDataset,5
org.jfree.chart.ChartUtilities,4
org.jfree.data.general.DatasetAndSelection,1
org.jfree.chart.util.Layer,3
org.jfree.chart.labels.CategoryItemLabelGenerator,3
org.jfree.chart.axis.QuarterDateFormat,3
org.jfree.chart.util.PaintMap,1
org.jfree.chart.labels.StandardPieSectionLabelGenerator,5
org.jfree.data.function.LineFunction2D,3
org.jfree.chart.util.HexNumberFormat,3
org.jfree.chart.ui.FontDisplayField,5
org.jfree.chart.labels.IntervalCategoryItemLabelGenerator,3
org.jfree.data.resources.DataPackageResources_fr,2
org.jfree.chart.block.RectangleConstraint,3
org.jfree.chart.labels.ItemLabelAnchor,2
org.jfree.chart.labels.XYToolTipGenerator,2
org.jfree.data.event.DatasetChangeListener,1
org.jfree.chart.StandardChartTheme,5
org.jfree.chart.axis.DateTick,5
org.jfree.chart.plot.DefaultDrawingSupplier,3
org.jfree.chart.util.RefineryUtilities,3
org.jfree.chart.plot.PolarPlot,12
org.jfree.chart.entity.CategoryLabelEntity,3
org.jfree.data.xml.ItemHandler,2
org.jfree.chart.imagemap.URLTagFragmentGenerator,2
org.jfree.chart.needle.PinNeedle,2
org.jfree.chart.ui.BasicProjectInfo,4
org.jfree.data.general.CombinedDataset,4
org.jfree.chart.renderer.category.GanttRenderer,10
org.jfree.chart.annotations.CategoryLineAnnotation,8
org.jfree.data.xy.VectorDataItem,3
org.jfree.data.time.Hour,3
org.jfree.data.time.Quarter,6
org.jfree.data.category.DefaultIntervalCategoryDataset,6
org.jfree.data.general.SeriesChangeType,1
org.jfree.chart.renderer.RendererUtilities,3
org.jfree.data.time.TimePeriodValues,5
org.jfree.chart.util.AbstractObjectList,4
org.jfree.chart.renderer.xy.XYBubbleRenderer,8
org.jfree.chart.renderer.xy.XYDotRenderer,10
org.jfree.chart.renderer.category.GradientBarPainter,4
org.jfree.chart.renderer.category.BarRenderer3D,10
org.jfree.chart.encoders.ImageEncoder,2
