Component, CC
org.jfree.chart.labels.CategoryToolTipGenerator,4
org.jfree.chart.jxlayer.Crosshair,4
org.jfree.chart.jxlayer.DefaultCrosshairLabelGenerator,2
org.jfree.data.jdbc.JDBCXYDataset,6
org.jfree.chart.util.DefaultShadowGenerator,5
org.jfree.chart.fx.interaction.TooltipHandlerFX,1
org.jfree.chart.renderer.xy.XYAreaRenderer2,13
org.jfree.chart.util.ResourceBundleWrapper,6
org.jfree.chart.renderer.PolarItemRenderer,7
org.jfree.chart.renderer.category.LineRenderer3D,11
org.jfree.data.general.SeriesException,4
org.jfree.data.KeyedValue,5
org.jfree.data.xml.DatasetReader,4
org.jfree.data.xy.TableXYDataset,4
org.jfree.data.general.HeatMapDataset,4
org.jfree.data.statistics.MeanAndStandardDeviation,5
org.jfree.data.statistics.BoxAndWhiskerCalculator,4
org.jfree.data.xml.CategorySeriesHandler,5
org.jfree.chart.block.ColumnArrangement,5
org.jfree.chart.event.TitleChangeListener,4
org.jfree.chart.renderer.category.MinMaxCategoryRenderer,11
org.jfree.chart.title.Title,8
org.jfree.chart.urls.StandardPieURLGenerator,7
org.jfree.chart.plot.ValueAxisPlot,3
org.jfree.data.statistics.HistogramType,5
org.jfree.chart.labels.BubbleXYItemLabelGenerator,6
org.jfree.chart.event.PlotChangeListener,4
org.jfree.chart.renderer.category.IntervalBarRenderer,15
org.jfree.chart.renderer.xy.XYDifferenceRenderer,16
org.jfree.chart.annotations.AbstractAnnotation,4
org.jfree.chart.renderer.xy.XYBarPainter,4
org.jfree.chart.fx.ChartViewerSkin,3
org.jfree.chart.demo.TimeSeriesChartDemo1,11
org.jfree.chart.block.AbstractBlock,5
org.jfree.data.time.Year,9
org.jfree.data.function.Function2D,4
org.jfree.chart.fx.interaction.ZoomHandlerFX,2
org.jfree.data.Values2D,4
org.jfree.data.time.MovingAverage,8
org.jfree.chart.servlet.ServletUtilities,5
org.jfree.chart.plot.dial.DialCap,7
org.jfree.chart.entity.XYAnnotationEntity,5
org.jfree.chart.util.AttrStringUtils,3
org.jfree.chart.block.EntityBlockParams,4
org.jfree.chart.urls.TimeSeriesURLGenerator,6
org.jfree.data.xy.XYIntervalDataItem,4
