Component, CC
org.apache.el.parser.AstNegative,4
org.apache.el.parser.AstLiteralExpression,5
org.apache.catalina.core.StandardThreadExecutor,13
org.apache.tomcat.dbcp.pool2.impl.SoftReferenceObjectPool,2
org.apache.tomcat.SimpleInstanceManager,1
org.apache.catalina.connector.CoyotePrincipal,8
javax.servlet.jsp.tagext.BodyContent,6
org.apache.catalina.core.JreMemoryLeakPreventionListener,31
javax.servlet.jsp.tagext.TagSupport,8
org.apache.catalina.valves.ErrorReportValve,36
org.apache.coyote.Processor,9
org.apache.catalina.ant.AbstractCatalinaTask,20
org.apache.catalina.ha.backend.TcpSender,5
org.apache.coyote.http11.AbstractHttp11Processor,154
org.apache.naming.factory.webservices.ServiceProxy,6
org.apache.catalina.tribes.Channel,4
org.apache.catalina.AsyncDispatcher,1
javax.net.websocket.annotations.WebSocketClose,2
org.apache.jasper.servlet.TldPreScanned,1
org.apache.jasper.runtime.ProtectedFunctionMapper,6
javax.websocket.WebSocketContainer,10
javax.servlet.jsp.el.VariableResolver,4
org.apache.catalina.filters.FilterBase,6
org.apache.catalina.util.Base64,14
org.apache.catalina.tribes.transport.nio.PooledParallelSender,6
javax.servlet.ReadListener,6
org.apache.catalina.startup.HostConfig,97
org.apache.catalina.ant.jmx.JMXAccessorTask,9
org.apache.tomcat.util.descriptor.tld.ValidatorXml,2
org.apache.naming.resources.CacheEntry,2
org.apache.catalina.connector.CoyoteWriter,3
org.apache.catalina.util.ParameterMap,6
org.apache.catalina.mbeans.ConnectorMBean,4
org.apache.coyote.http11.upgrade.AbstractServletInputStream,10
org.apache.tomcat.websocket.SendHandlerToCompletionHandler,1
javax.websocket.server.PathParam,2
javax.websocket.WebSocketClose,2
org.apache.tomcat.util.http.AcceptLanguage,2
org.apache.tomcat.util.descriptor.tld.TaglibXml,4
javax.el.BeanNameResolver,2
javax.websocket.OnError,1
javax.el.ResourceBundleELResolver,13
javax.websocket.WebSocketError,2
org.apache.tomcat.websocket.server.WsWriteTimeout,3
org.apache.tomcat.websocket.WsRemoteEndpointBase,23
org.apache.tomcat.util.scan.Constants,3
org.apache.tomcat.util.codec.binary.Base64OutputStream,1
org.apache.tomcat.util.modeler.modules.MbeansSource,5
org.apache.catalina.util.LifecycleMBeanBase,10
org.apache.tomcat.dbcp.dbcp2.DelegatingCallableStatement,2
javax.annotation.PostConstruct,4
org.apache.tomcat.dbcp.dbcp2.datasources.CPDSConnectionFactory,2
org.apache.naming.factory.ResourceEnvFactory,7
org.apache.juli.logging.LogConfigurationException,7
javax.servlet.jsp.tagext.IterationTag,4
org.apache.catalina.ssi.ExpressionParseTree,6
org.apache.catalina.ha.session.JvmRouteSessionIDBinderListener,8
org.apache.coyote.ByteBufferHolder,1
org.apache.tomcat.util.net.URL,13
org.apache.catalina.util.SessionIdGenerator,6
org.apache.catalina.util.StringParser,6
javax.websocket.WebSocketClient,2
org.apache.tomcat.util.http.fileupload.ProgressListener,4
org.apache.catalina.filters.RemoteAddrFilter,4
org.apache.catalina.tribes.tipis.ReplicatedMapEntry,6
org.apache.catalina.comet.CometFilter,3
javax.websocket.server.DefaultServerConfiguration,3
org.apache.catalina.filters.ExpiresFilter,17
org.apache.catalina.startup.CopyParentClassLoaderRule,5
org.apache.tomcat.spdy.SpdyConnection,18
org.apache.tomcat.websocket.server.WsProtocolHandler,24
org.apache.el.parser.AstMult,3
org.apache.coyote.ajp.AjpNio2Processor,5
org.apache.coyote.http11.upgrade.BioServletInputStream,3
org.apache.coyote.ProtocolHandler,9
org.apache.coyote.http11.upgrade.UpgradeBioServletInputStream,3
org.apache.tomcat.util.http.Cookies,12
org.apache.tomcat.util.http.parser.JJTHttpParserState,2
org.apache.jasper.servlet.JasperLoader,5
org.apache.tomcat.websocket.WsSession,86
org.apache.tomcat.util.threads.StopPooledThreadException,2
org.apache.catalina.session.JDBCStore,20
org.apache.tomcat.jni.Sockaddr,3
org.apache.catalina.storeconfig.StoreLoader,5
org.apache.catalina.deploy.ContextService,6
javax.servlet.SessionTrackingMode,2
org.apache.catalina.core.ApplicationJspPropertyGroupDescriptor,7
org.apache.coyote.http11.InternalNio2OutputBuffer,17
javax.servlet.jsp.el.ELParseException,3
org.apache.coyote.AbstractProtocolHandler,25
javax.websocket.SendHandler,2
javax.servlet.ServletInputStream,15
javax.servlet.FilterConfig,5
org.apache.tomcat.util.scan.FileUrlNestedJar,6
javax.servlet.Filter,3
org.apache.catalina.storeconfig.WrapperLifecycleSF,4
org.apache.catalina.util.TomcatCSS,3
org.apache.catalina.valves.rewrite.Resolver,3
org.apache.tomcat.websocket.Util,31
javax.servlet.jsp.el.ImplicitObjectELResolver,8
org.apache.tomcat.util.descriptor.web.ResourceBase,3
javax.annotation.Generated,4
org.apache.catalina.core.StandardWrapperValve,22
org.apache.tomcat.jni.User,3
org.apache.catalina.realm.GenericPrincipal,12
org.apache.tomcat.util.http.fileupload.package-info,7
org.apache.catalina.Context,67
org.apache.tomcat.websocket.PojoMessageHandlerAsyncBinary,3
javax.websocket.server.DefaultServerEndpointConfiguration,3
javax.el.ELResolver,9
org.apache.catalina.mbeans.NamingResourcesMBean,8
org.apache.naming.NamingContext,15
org.apache.catalina.storeconfig.StoreConfig,9
org.apache.jasper.tagplugins.jstl.core.Redirect,3
org.apache.catalina.util.ConcurrentMessageDigest,3
org.apache.catalina.tribes.group.RpcChannel,20
javax.websocket.server.HandshakeRequest,3
org.apache.catalina.ant.jmx.JMXAccessorInvokeTask,9
org.apache.tomcat.util.bcel.classfile.AnnotationEntry,13
org.apache.jasper.el.ELContextWrapper,5
org.apache.tomcat.util.bcel.classfile.ConstantMethodHandle,8
org.apache.catalina.startup.ClassLoaderFactory,15
org.apache.naming.resources.ResourceAttributes,9
org.apache.tomcat.util.http.fileupload.FileItemIterator,4
org.apache.tomcat.util.http.fileupload.FileUploadBase,29
org.apache.catalina.tribes.ChannelInterceptor,6
org.apache.catalina.security.SecurityClassLoad,41
org.apache.jasper.servlet.JspServlet,18
org.apache.catalina.core.AprLifecycleListener,40
org.apache.coyote.http11.InternalNioOutputBuffer,52
org.apache.el.parser.AstTrue,3
org.apache.tomcat.dbcp.dbcp2.DelegatingPreparedStatement,2
org.apache.tomcat.util.descriptor.tld.package-info,1
org.apache.el.parser.AstDeferredExpression,3
javax.servlet.AsyncListener,2
org.apache.catalina.util.RequestUtil,17
javax.net.websocket.HandshakeResponse,2
org.apache.tomcat.websocket.WsRequest,2
org.apache.catalina.ha.deploy.UndeployMessage,8
org.apache.catalina.webresources.TomcatURLStreamHandlerFactory,6
org.apache.catalina.Realm,11
org.apache.catalina.users.AbstractGroup,5
org.apache.coyote.http11.Http11Nio2Protocol,9
org.apache.jasper.compiler.TextOptimizer,6
org.apache.tomcat.util.modeler.modules.MbeansSourceMBean,3
javax.websocket.Endpoint,4
org.apache.naming.resources.WARDirContext,17
org.apache.tomcat.util.codec.StringDecoder,1
org.apache.tomcat.util.http.fileupload.UploadContext,2
org.apache.el.lang.FunctionMapperFactory,6
org.apache.catalina.session.ManagerBase,66
org.apache.jasper.runtime.JspRuntimeLibrary,12
org.apache.coyote.http11.upgrade.UpgradeServletInputStream,7
org.apache.coyote.http11.upgrade.AprUpgradeServletInputStream,2
org.apache.tomcat.util.file.Constants,4
javax.net.websocket.extensions.Extension,2
org.apache.tomcat.websocket.TransformationResult,1
org.apache.jasper.JasperException,4
org.apache.tomcat.util.http.ResponseUtil,2
org.apache.catalina.webresources.FileResourceSet,7
org.apache.tomcat.websocket.MessageHandlerResult,2
org.apache.tomcat.dbcp.dbcp2.cpdsadapter.ConnectionImpl,2
org.apache.coyote.http11.InternalAprInputBuffer,36
org.apache.catalina.tribes.transport.nio.ParallelNioSender,10
org.apache.el.parser.ELParser,15
org.apache.catalina.storeconfig.IStoreFactory,3
org.apache.catalina.core.StandardServer,38
org.apache.catalina.realm.JAASMemoryLoginModule,10
javax.el.EvaluationListener,1
org.apache.catalina.tribes.tipis.LazyReplicatedMap,11
org.apache.jasper.tagplugins.jstl.core.Import,4
org.apache.tomcat.dbcp.dbcp2.datasources.KeyedCPDSConnectionFactory,2
javax.persistence.PersistenceUnit,2
javax.servlet.DispatcherType,1
org.apache.tomcat.util.buf.CharChunk,12
org.apache.tomcat.util.net.jsse.openssl.EncryptionLevel,2
org.apache.catalina.Pipeline,4
org.apache.catalina.deploy.JspPropertyGroup,6
org.apache.tomcat.util.bcel.classfile.ConstantMethodType,8
org.apache.tomcat.util.modeler.AttributeInfo,2
org.apache.catalina.storeconfig.StoreFactoryRule,4
org.apache.tomcat.util.descriptor.web.MessageDestinationRef,3
org.apache.jasper.tagplugins.jstl.Util,13
org.apache.catalina.tribes.group.interceptors.OrderInterceptor,9
org.apache.el.lang.ELArithmetic,7
org.apache.jasper.tagplugins.jstl.core.ForEach,7
org.apache.catalina.SessionListener,6
org.apache.catalina.startup.WebappServiceLoader,11
org.apache.tomcat.util.bcel.classfile.CodeException,12
org.apache.coyote.AbstractProcessor,26
javax.el.ELException,3
org.apache.catalina.storeconfig.SenderSF,5
org.apache.el.parser.AstValue,25
org.apache.tomcat.util.http.fileupload.util.mime.MimeUtility,8
javax.servlet.http.HttpServletResponseWrapper,7
javax.el.VariableMapper,2
org.apache.coyote.http11.upgrade.NioServletInputStream,4
org.apache.catalina.ha.session.SessionIDMessage,7
javax.servlet.ServletContextEvent,4
org.apache.tomcat.util.digester.FactoryCreateRule,9
org.apache.naming.SelectorContext,10
org.apache.tomcat.util.http.fileupload.FileUtils,5
org.apache.jasper.el.JspPropertyNotWritableException,2
org.apache.jasper.compiler.Dumper,6
org.apache.jasper.security.SecurityUtil,4
org.apache.catalina.connector.ResponseFacade,10
org.apache.tomcat.util.bcel.classfile.Annotations,9
javax.el.LambdaExpression,5
org.apache.catalina.tribes.group.interceptors.MessageDispatch15Interceptor,10
javax.annotation.security.RolesAllowed,3
org.apache.catalina.ha.session.ReplicatedSession,2
org.apache.catalina.startup.SetAllPropertiesRule,5
org.apache.tomcat.websocket.server.UpgradeUtil,8
org.apache.catalina.ssi.SSIProcessor,10
org.apache.tomcat.util.bcel.classfile.Field,12
org.apache.catalina.ssi.SSIExec,9
org.apache.tomcat.util.log.UserDataHelper,3
org.apache.tomcat.util.buf.HexUtils,6
org.apache.el.lang.FunctionMapperImpl,7
org.apache.tomcat.util.http.mapper.MappingData,3
org.apache.catalina.Loader,8
org.apache.catalina.webresources.AbstractArchiveResourceSet,10
org.apache.el.parser.AstAssign,2
org.apache.catalina.tribes.transport.bio.PooledMultiSender,7
org.apache.catalina.ha.ClusterSession,4
org.apache.tomcat.util.codec.binary.Base32OutputStream,1
org.apache.tomcat.util.bcel.classfile.AccessFlags,5
org.apache.tomcat.util.bcel.classfile.Deprecated,13
org.apache.tomcat.websocket.WsRemoteEndpointClient,9
org.apache.catalina.tribes.group.interceptors.DomainFilterInterceptor,8
org.apache.catalina.tribes.transport.bio.MultipointBioSender,12
org.apache.coyote.ajp.AjpMessage,14
org.apache.tomcat.websocket.WebSocketContainerImpl,2
org.apache.tomcat.util.digester.Digester,23
org.apache.tomcat.jni.Socket,3
org.apache.tomcat.util.bcel.classfile.Code,18
javax.ejb.EJB,3
org.apache.tomcat.util.scan.Jar,7
org.apache.el.parser.AstIdentifier,11
org.apache.catalina.mbeans.ContainerMBean,11
org.apache.catalina.storeconfig.StandardServiceSF,6
org.apache.coyote.http11.upgrade.BioProcessor,4
javax.servlet.ServletOutputStream,16
org.apache.tomcat.websocket.WsExtension,1
javax.servlet.annotation.ServletSecurity,2
org.apache.jasper.compiler.JspReader,12
org.apache.tomcat.util.http.parser.Node,2
org.apache.coyote.http11.filters.SavedRequestInputFilter,7
org.apache.tomcat.util.net.jsse.JSSESupport,9
org.apache.tomcat.util.modeler.Registry,18
org.apache.tomcat.util.bcel.classfile.JavaClass,22
org.apache.catalina.security.SecurityListener,4
org.apache.coyote.http11.upgrade.UpgradeAprProcessor,18
org.apache.catalina.valves.rewrite.ResolverImpl,5
org.apache.catalina.realm.UserDatabaseRealm,13
org.apache.catalina.tribes.transport.bio.util.LinkObject,7
org.apache.el.parser.AstChoice,4
org.apache.jasper.runtime.PerThreadTagHandlerPool,4
org.apache.catalina.ha.deploy.FileMessageFactory,12
javax.annotation.Resources,3
org.apache.coyote.http11.filters.VoidOutputFilter,9
org.apache.catalina.valves.AccessLogValve,72
org.apache.tomcat.util.bcel.classfile.RuntimeVisibleAnnotations,13
org.apache.el.parser.AstGreaterThan,3
org.apache.naming.NamingEntry,6
org.apache.coyote.Request,19
org.apache.tomcat.dbcp.dbcp2.datasources.PerUserPoolDataSource,2
org.apache.catalina.startup.Bootstrap,24
org.apache.naming.EjbRef,5
org.apache.catalina.session.TooManyActiveSessionsException,3
org.apache.tomcat.util.descriptor.web.SessionConfig,1
org.apache.catalina.tribes.group.interceptors.GzipInterceptor,9
org.apache.tomcat.util.net.jsse.openssl.MessageDigest,2
org.apache.catalina.ant.ThreaddumpTask,1
org.apache.el.parser.NodeVisitor,4
org.apache.jasper.compiler.Compiler,13
org.apache.jasper.compiler.AttributeParser,5
org.apache.tomcat.util.net.SocketProperties,12
org.apache.tomcat.JarScannerCallback,5
org.apache.catalina.manager.host.Constants,7
org.apache.el.MethodExpressionLiteral,5
org.apache.catalina.manager.JspHelper,9
org.apache.jasper.tagplugins.jstl.core.Param,4
org.apache.tomcat.util.bcel.classfile.Synthetic,14
org.apache.catalina.websocket.StreamHandler,6
org.apache.tomcat.util.digester.RulesBase,5
org.apache.naming.NamingService,3
org.apache.coyote.ajp.AbstractAjpProtocol,30
org.apache.tomcat.util.descriptor.web.SecurityRoleRef,4
org.apache.catalina.startup.ContextConfig,180
org.apache.catalina.tribes.Constants,4
org.apache.naming.resources.ImmutableNameNotFoundException,4
org.apache.catalina.webresources.StandardRoot,40
org.apache.catalina.tribes.io.ReplicationStream,7
org.apache.tomcat.jni.Global,3
org.apache.tomcat.util.codec.binary.BaseNCodecInputStream,1
org.apache.catalina.storeconfig.InterceptorSF,6
javax.annotation.Priority,1
org.apache.catalina.realm.MemoryRuleSet,6
org.apache.catalina.startup.HomesUserDatabase,7
org.apache.tomcat.jni.Pool,3
org.apache.el.parser.AstOr,4
org.apache.catalina.LifecycleEvent,8
org.apache.catalina.ha.backend.CollectedInfo,4
org.apache.catalina.realm.Constants,4
javax.net.websocket.EndpointConfiguration,2
org.apache.tomcat.util.descriptor.web.FilterDef,3
javax.websocket.WebSocketMessage,3
org.apache.tomcat.websocket.WsRemoteEndpointImplClient,5
org.apache.tomcat.buildutil.SignCode,5
org.apache.naming.NamingContextEnumeration,7
org.apache.jasper.compiler.SmapGenerator,6
javax.servlet.jsp.el.ExpressionEvaluator,5
org.apache.jasper.compiler.JspUtil,22
org.apache.catalina.core.ApplicationHttpRequest,20
javax.servlet.jsp.tagext.TagAdapter,5
org.apache.tomcat.util.buf.B2CConverter,29
javax.net.websocket.ContainerProvider,2
org.apache.tomcat.util.collections.ConcurrentStack,4
org.apache.naming.NameParserImpl,6
org.apache.catalina.Authenticator,8
org.apache.catalina.realm.JAASRealm,15
javax.websocket.ClientEndpoint,4
org.apache.el.lang.ExpressionBuilder,16
org.apache.catalina.StoreManager,3
org.apache.coyote.ajp.AbstractAjpProcessor,105
org.apache.catalina.storeconfig.StoreConfigLifecycleListener,7
javax.servlet.jsp.tagext.FunctionInfo,4
org.apache.catalina.ant.ListTask,4
org.apache.catalina.loader.VirtualWebappLoader,9
org.apache.catalina.core.Constants,4
org.apache.tomcat.dbcp.dbcp2.datasources.PoolKey,2
org.apache.el.parser.SimpleCharStream,4
org.apache.tomcat.dbcp.dbcp2.DelegatingDatabaseMetaData,2
org.apache.catalina.comet.CometFilterChain,3
org.apache.catalina.ant.jmx.Arg,6
org.apache.coyote.http11.upgrade.NioUpgradeServletInputStream,2
org.apache.tomcat.jni.Poll,9
org.apache.catalina.tribes.Heartbeat,3
org.apache.catalina.core.StandardHost,37
org.apache.catalina.startup.HostRuleSet,7
org.apache.tomcat.util.descriptor.web.WebRuleSet,4
org.apache.jasper.compiler.JasperTagInfo,5
org.apache.tomcat.util.buf.Utf8Decoder,8
org.apache.catalina.deploy.Constants,2
org.apache.catalina.Group,4
org.apache.catalina.loader.StandardClassLoader,5
javax.xml.ws.WebServiceRefs,2
org.apache.catalina.TomcatPrincipal,2
org.apache.tomcat.jni.Thread,4
org.apache.tomcat.InstanceManager,8
org.apache.tomcat.util.http.Parameters,36
org.apache.tomcat.websocket.pojo.PojoMessageHandlerAsyncBinary,3
org.apache.catalina.storeconfig.CatalinaClusterSF,7
javax.servlet.ServletRequestAttributeListener,1
org.apache.catalina.users.MemoryRole,5
org.apache.websocket.ClientContainerImpl,1
org.apache.tomcat.util.http.fileupload.ServletRequestContext,1
org.apache.tomcat.util.http.fileupload.DeferredFileOutputStream,4
org.apache.catalina.Role,4
org.apache.tomcat.util.threads.ThreadPoolExecutor,12
org.apache.tomcat.util.descriptor.web.ApplicationListener,3
org.apache.catalina.tribes.group.ChannelInterceptorBase,7
org.apache.tomcat.util.digester.SetPropertiesRule,7
org.apache.catalina.manager.host.HostManagerServlet,23
org.apache.catalina.mapper.MappingData,4
org.apache.catalina.startup.TldConfig,32
org.apache.catalina.tribes.group.AbsoluteOrder,7
org.apache.catalina.ant.JMXQueryTask,4
org.apache.catalina.mapper.WrapperMappingInfo,1
org.apache.catalina.util.ResourceSet,5
org.apache.tomcat.util.http.fileupload.servlet.ServletRequestContext,11
org.apache.catalina.startup.LifecycleListenerRule,4
org.apache.catalina.tribes.membership.MemberImpl,12
org.apache.catalina.users.MemoryUserDatabaseFactory,5
org.apache.catalina.deploy.SecurityCollection,6
org.apache.tomcat.util.net.AbstractEndpoint,82
org.apache.coyote.http11.Constants,9
org.apache.el.parser.ArithmeticNode,5
org.apache.catalina.ssi.SSIMediator,9
org.apache.tomcat.util.modeler.BaseAttributeFilter,7
org.apache.tomcat.util.modeler.modules.ModelerSource,8
org.apache.coyote.http11.Http11AprProtocol,95
org.apache.catalina.valves.SSLValve,17
org.apache.catalina.valves.CrawlerSessionManagerValve,17
org.apache.tomcat.util.bcel.classfile.AttributeReader,3
org.apache.catalina.filters.RemoteHostFilter,3
org.apache.tomcat.util.bcel.classfile.ArrayElementValue,9
javax.websocket.server.ServerContainerProvider,4
javax.servlet.jsp.el.ScopedAttributeELResolver,6
org.apache.naming.resources.DirContextURLStreamHandler,6
org.apache.catalina.startup.XmlErrorHandler,4
org.apache.jasper.runtime.JspApplicationContextImpl,9
org.apache.catalina.Manager,12
org.apache.catalina.connector.CoyoteInputStream,15
org.apache.jasper.compiler.ErrorHandler,3
org.apache.catalina.tribes.transport.ReplicationTransmitter,12
org.apache.tomcat.util.modeler.ParameterInfo,4
org.apache.catalina.tribes.io.ListenCallback,5
javax.net.websocket.EncodeException,2
org.apache.tomcat.util.descriptor.tld.Validator,3
org.apache.tomcat.util.bcel.classfile.ClassParser,13
org.apache.catalina.realm.X509UsernameRetriever,3
org.apache.tomcat.util.http.mapper.Mapper,18
org.apache.catalina.tribes.transport.nio.NioReceiver,20
javax.el.PropertyNotWritableException,3
org.apache.catalina.authenticator.SpnegoAuthenticator,22
org.apache.coyote.http11.upgrade.UpgradeAprServletOutputStream,2
org.apache.catalina.tribes.ManagedChannel,5
org.apache.jasper.tagplugins.jstl.core.Url,3
org.apache.catalina.core.StandardEngineValve,5
org.apache.jasper.util.JspQueue,2
org.apache.el.parser.AstCompositeExpression,4
org.apache.catalina.util.MIME2Java,9
org.apache.tomcat.websocket.server.WsSessionListener,1
javax.servlet.jsp.tagext.TagLibraryValidator,3
org.apache.tomcat.util.scan.StandardJarScanFilter,7
org.apache.tomcat.util.net.jsse.openssl.Ciphers,3
org.apache.tomcat.util.collections.SynchronizedQueue,1
org.apache.tomcat.util.descriptor.web.InjectionTarget,3
javax.websocket.OnMessage,1
org.apache.catalina.ant.SessionsTask,4
org.apache.catalina.session.StandardSession,45
org.apache.coyote.http11.upgrade.NioProcessor,4
org.apache.catalina.webresources.JarResourceRoot,5
org.apache.juli.JdkLoggerFormatter,3
org.apache.catalina.TrackedWebResource,1
org.apache.el.parser.AstSetData,3
org.apache.tomcat.dbcp.pool2.PooledObject,2
org.apache.catalina.storeconfig.ChannelSF,5
org.apache.catalina.ssi.ResponseIncludeWrapper,9
org.apache.catalina.util.DOMWriter,11
javax.net.websocket.SendResult,2
javax.servlet.jsp.SkipPageException,4
javax.el.Expression,3
org.apache.tomcat.websocket.WsRemoteEndpointAsync,3
org.apache.catalina.startup.PasswdUserDatabase,7
org.apache.tomcat.util.descriptor.web.ContextHandler,2
org.apache.tomcat.websocket.DecoderEntry,1
org.apache.catalina.util.MD5Encoder,6
org.apache.catalina.ant.StopTask,5
javax.servlet.ServletContext,16
org.apache.coyote.http11.InternalNio2InputBuffer,12
org.apache.catalina.startup.SetContextPropertiesRule,3
org.apache.catalina.ssi.SSIServlet,9
javax.servlet.ServletException,6
org.apache.catalina.ssi.SSICommand,5
org.apache.tomcat.util.bcel.classfile.LineNumberTable,15
org.apache.tomcat.jni.Address,3
javax.persistence.PersistenceContexts,2
org.apache.catalina.startup.EngineRuleSet,7
javax.persistence.PersistenceUnits,3
org.apache.catalina.tribes.group.ExtendedRpcCallback,6
javax.websocket.ClientEndpointConfigurator,2
org.apache.jasper.compiler.ELInterpreterFactory,2
org.apache.tomcat.util.digester.SetNextRule,5
org.apache.catalina.tribes.io.ChannelData,12
org.apache.catalina.valves.ExtendedAccessLogValve,20
org.apache.catalina.WebResourceSet,7
org.apache.catalina.ant.DeployTask,5
org.apache.catalina.util.ConcurrentDateFormat,2
org.apache.tomcat.util.bcel.classfile.StackMapTableEntry,22
org.apache.tomcat.websocket.pojo.UriTemplate,3
org.apache.catalina.tribes.membership.StaticMember,4
javax.websocket.server.ServerContainer,2
javax.net.websocket.annotations.WebSocketEndpoint,2
org.apache.jasper.runtime.JspWriterImpl,9
org.apache.jasper.compiler.AntCompiler,7
org.apache.catalina.mbeans.ContextEnvironmentMBean,8
org.apache.tomcat.websocket.pojo.PojoMessageHandlerPartialString,2
org.apache.naming.ContextAccessController,8
org.apache.tomcat.util.http.fileupload.ParameterParser,10
javax.servlet.HttpConstraintElement,3
org.apache.tomcat.util.descriptor.web.Injectable,2
org.apache.tomcat.util.codec.CharEncoding,1
org.apache.catalina.tribes.group.Response,3
org.apache.catalina.core.ApplicationDispatcher,21
org.apache.coyote.ajp.AjpAprProcessor,75
org.apache.el.parser.AstPlus,3
org.apache.jasper.servlet.JspServletWrapper,25
org.apache.catalina.deploy.MessageDestinationRef,4
javax.websocket.server.ServerApplicationConfig,3
org.apache.tomcat.dbcp.pool2.BaseKeyedPooledObjectFactory,2
org.apache.coyote.OutputBuffer,4
javax.servlet.http.HttpServletRequest,16
org.apache.tomcat.websocket.server.Constants,6
org.apache.catalina.core.ContainerBase,68
org.apache.catalina.util.HexUtils,1
org.apache.tomcat.util.modeler.modules.MbeansDescriptorsDigesterSource,14
org.apache.coyote.http11.Http11NioProcessor,150
org.apache.tomcat.dbcp.dbcp2.PoolingDriver,2
org.apache.tomcat.jni.File,4
org.apache.tomcat.websocket.pojo.PojoEndpointBase,10
org.apache.juli.AsyncFileHandler,8
org.apache.catalina.realm.JAASCallbackHandler,8
org.apache.tomcat.dbcp.pool2.impl.LinkedBlockingDeque,5
org.apache.catalina.ant.jmx.JMXAccessorCreateTask,6
javax.websocket.Extension,2
org.apache.naming.Constants,2
org.apache.catalina.core.ApplicationTaglibDescriptor,4
org.apache.tomcat.JarScanFilter,2
org.apache.catalina.ssi.SSIPrintenv,6
org.apache.tomcat.util.bcel.classfile.InnerClass,13
org.apache.tomcat.util.http.parser.HttpParserTreeConstants,2
org.apache.jasper.compiler.TagPluginManager,19
javax.websocket.ServerEndpointConfiguration,3
org.apache.coyote.http11.upgrade.BioUpgradeServletInputStream,2
